feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_unclassified.f__Clostridia_unclassified.g__GGB28934.s__GGB28934_SGB41635	Group	Cyp7a1 CRISPR	0.744181696621049	0.594691665950475	19	2	0.227744928295403	0.365212587716952
k__Bacteria.p__Firmicutes.c__CFGB30328.o__OFGB30328.f__FGB30328.g__GGB1559.s__GGB1559_SGB43521	Group	Cyp7a1 CRISPR	-0.86875518736708	0.699688370944768	19	17	0.231231317868795	0.367492630184335
k__Bacteria.p__Firmicutes.c__CFGB6645.o__OFGB6645.f__FGB6645.g__GGB28991.s__GGB28991_SGB41705	Group	Cyp7a1 CRISPR	-1.63335922332399	1.33479081776367	19	6	0.237762764558675	0.368015409490818
k__Bacteria.p__Firmicutes.c__CFGB8157.o__OFGB8157.f__FGB8157.g__GGB79773.s__GGB79773_SGB65054	Group	Cyp7a1 CRISPR	2.2789921679259	1.85092996616436	19	5	0.234984946478828	0.368015409490818
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__GGB30466.s__GGB30466_SGB43540	Group	Cyp7a1 CRISPR	0.854947126837862	0.698048915507519	19	2	0.237363971566582	0.368015409490818
k__Bacteria.p__Firmicutes.c__CFGB9397.o__OFGB9397.f__FGB9397.g__GGB79926.s__GGB79926_SGB43248	Group	Cyp7a1 CRISPR	1.75630002102643	1.44728869609543	19	16	0.241526376020604	0.370618059755754
k__Bacteria.p__Bacteria_unclassified.c__Bacteria_unclassified.o__Bacteria_unclassified.f__Bacteria_unclassified.g__Bacteria_unclassified.s__bacterium_1XD42_54	Group	Cyp7a1 CRISPR	-1.18156788575313	0.997141158737836	19	16	0.252336471763326	0.383896512597197
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__GGB30466.s__GGB30466_SGB63211	Group	Cyp7a1 CRISPR	0.623587464404508	0.570949541416834	19	4	0.289985165146178	0.437435249118811
k__Bacteria.p__Firmicutes.c__CFGB76355.o__OFGB76355.f__FGB76355.g__GGB28418.s__GGB28418_SGB41001	Group	Cyp7a1 CRISPR	0.772532455325987	0.714551870386968	19	5	0.294732775799968	0.440860790692389
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__GGB45535.s__GGB45535_SGB63214	Group	Cyp7a1 CRISPR	-1.52502334703659	1.42275645412671	19	14	0.298755840083988	0.443154496124582
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Eubacteriaceae.g__GGB80168.s__GGB80168_SGB43527	Group	Cyp7a1 CRISPR	0.764537142763353	0.719466321495622	19	15	0.30280612810584	0.445450337213549
k__Bacteria.p__Firmicutes.c__CFGB76322.o__OFGB76322.f__FGB76322.g__GGB30414.s__GGB30414_SGB43453	Group	Cyp7a1 CRISPR	-0.864197501398904	0.857707818284515	19	17	0.327789663153077	0.478250492141375
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__GGB30461.s__GGB30461_SGB43533	Group	Cyp7a1 CRISPR	1.18712578123209	1.19803949357094	19	7	0.335634267118057	0.48571463046353
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Clostridiaceae_unclassified.s__Clostridiaceae_bacterium	Group	Cyp7a1 CRISPR	-0.536750671882091	0.566542347600536	19	19	0.356701276942715	0.512038929804865
k__Bacteria.p__Firmicutes.c__CFGB48875.o__OFGB48875.f__FGB48875.g__GGB28776.s__GGB28776_SGB41429	Group	Cyp7a1 CRISPR	-1.71791448647361	1.82661751890335	19	9	0.360139433140104	0.512838552791509
k__Bacteria.p__Bacteria_unclassified.c__CFGB49426.o__OFGB49426.f__FGB49426.g__GGB28888.s__GGB28888_SGB41569	Group	Cyp7a1 CRISPR	0.757440372157659	0.817640100441478	19	2	0.367217154833422	0.518767091748803
k__Bacteria.p__Firmicutes.c__CFGB76293.o__OFGB76293.f__FGB76293.g__GGB62427.s__GGB62427_SGB41546	Group	Cyp7a1 CRISPR	-0.544269006644396	0.61041222505548	19	19	0.385031783218401	0.532995527670393
k__Bacteria.p__Firmicutes.c__CFGB9517.o__OFGB9517.f__FGB9517.g__GGB28436.s__GGB28436_SGB41019	Group	Cyp7a1 CRISPR	1.11030667469807	1.24545283821075	19	13	0.385111716936393	0.532995527670393
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Longicatena.s__Longicatena_SGB42494	Group	Cyp7a1 CRISPR	-0.77617245623244	0.878475525569217	19	3	0.389266396613208	0.532995527670393
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Betaproteobacteria_unclassified.f__Betaproteobacteria_unclassified.g__GGB79594.s__GGB79594_SGB41414	Group	Cyp7a1 CRISPR	-0.599702767138018	0.675499164929022	19	19	0.387041293514719	0.532995527670393
k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Micrococcales.f__Micrococcaceae.g__GGB42949.s__GGB42949_SGB43520	Group	Cyp7a1 CRISPR	-0.661452350857493	0.770246275982184	19	6	0.402422716954199	0.534561519536175
k__Bacteria.p__Bacteria_unclassified.c__CFGB76064.o__OFGB76064.f__FGB76064.g__GGB28904.s__GGB28904_SGB41597	Group	Cyp7a1 CRISPR	-0.463847536491077	0.539120855712814	19	19	0.401552428568899	0.534561519536175
k__Bacteria.p__Firmicutes.c__CFGB76074.o__OFGB76074.f__FGB76074.g__GGB28949.s__GGB28949_SGB41655	Group	Cyp7a1 CRISPR	-0.996784791312766	1.14411460656874	19	4	0.395766885133542	0.534561519536175
k__Bacteria.p__Firmicutes.c__CFGB76084.o__OFGB76084.f__FGB76084.g__GGB28645.s__GGB28645_SGB41268	Group	Cyp7a1 CRISPR	0.762931402787241	0.887845762898964	19	18	0.402126704167706	0.534561519536175
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__GGB28769.s__GGB28769_SGB94868	Group	Cyp7a1 CRISPR	-1.2345952960732	1.57264245185155	19	16	0.443230784178859	0.58440799691731
k__Bacteria.p__Firmicutes.c__CFGB76790.o__OFGB76790.f__FGB76790.g__GGB30303.s__GGB30303_SGB43268	Group	Cyp7a1 CRISPR	0.554269827295307	0.719386192272794	19	7	0.451593046106024	0.586322111391655
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__GGB75053.s__GGB75053_SGB43494	Group	Cyp7a1 CRISPR	1.32441421839356	1.71353984356857	19	15	0.450188565734768	0.586322111391655
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__GGB75064.s__GGB75064_SGB102200	Group	Cyp7a1 CRISPR	-0.813106605554558	1.06241293755742	19	16	0.454564333550833	0.586322111391655
k__Bacteria.p__Firmicutes.c__CFGB28877.o__OFGB28877.f__FGB28877.g__GGB29001.s__GGB29001_SGB41717	Group	Cyp7a1 CRISPR	-0.447890801235176	0.600236911223489	19	2	0.465746954320035	0.59216398477833
k__Bacteria.p__Firmicutes.c__CFGB76234.o__OFGB76234.f__FGB76234.g__GGB28950.s__GGB28950_SGB41657	Group	Cyp7a1 CRISPR	0.941819308638852	1.25305172880634	19	4	0.462558951500989	0.59216398477833
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Eubacteriaceae.g__GGB24132.s__GGB24132_SGB35935	Group	Cyp7a1 CRISPR	-0.18642379400654	0.252298087024749	19	3	0.470045801267857	0.593391153373606
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_unclassified.f__Clostridia_unclassified.g__Candidatus_Metalachnospira.s__Candidatus_Metalachnospira_SGB63370	Group	Cyp7a1 CRISPR	0.901766929139294	1.2540280536966	19	15	0.481850273639342	0.604009497942274
k__Bacteria.p__Firmicutes.c__CFGB76293.o__OFGB76293.f__FGB76293.g__GGB79698.s__GGB79698_SGB102258	Group	Cyp7a1 CRISPR	0.503365808118895	0.710209770132002	19	4	0.488081896528039	0.607542500573363
k__Bacteria.p__Bacteria_unclassified.c__CFGB49426.o__OFGB49426.f__FGB49426.g__GGB28889.s__GGB28889_SGB41570	Group	Cyp7a1 CRISPR	0.728852158895251	1.09159539638034	19	15	0.513291757809984	0.630109882001222
k__Bacteria.p__Firmicutes.c__CFGB10344.o__OFGB10344.f__FGB10344.g__GGB31793.s__GGB31793_SGB45163	Group	Cyp7a1 CRISPR	-0.302576007675847	0.449788050330537	19	2	0.510174522815855	0.630109882001222
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__GGB31184.s__GGB31184_SGB44478	Group	Cyp7a1 CRISPR	0.362916790762321	0.550638046539534	19	18	0.518670463851244	0.632351661407681
k__Bacteria.p__Actinobacteria.c__Acidimicrobiia.o__Acidimicrobiales.f__Ilumatobacteraceae.g__GGB28818.s__GGB28818_SGB41473	Group	Cyp7a1 CRISPR	-0.579597623033392	0.927855570833322	19	11	0.540485923451839	0.638408955817833
k__Bacteria.p__Bacteroidetes.c__CFGB76111.o__OFGB76111.f__FGB76111.g__GGB79628.s__GGB79628_SGB35895	Group	Cyp7a1 CRISPR	0.299180838766049	0.479097493862031	19	17	0.540611612981552	0.638408955817833
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_xylosus	Group	Cyp7a1 CRISPR	-0.684851964523181	1.09243954832932	19	4	0.539052508613363	0.638408955817833
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__GGB74408.s__GGB74408_SGB43542	Group	Cyp7a1 CRISPR	0.361208779634915	0.565149217484946	19	5	0.531251014917254	0.638408955817833
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Turicibacteraceae.g__Turicibacter.s__Turicibacter_sp_TS3	Group	Cyp7a1 CRISPR	0.48422649106097	0.777286079340152	19	4	0.541571642294903	0.638408955817833
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__GGB42644.s__GGB42644_SGB59842	Group	Cyp7a1 CRISPR	0.647415276814231	1.06873773550548	19	19	0.552666555945634	0.647201624725809
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__Lactococcus_cremoris	Group	Cyp7a1 CRISPR	-0.150431989006717	0.255522105018884	19	19	0.563787833438759	0.652130146324892
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__Lactococcus_lactis	Group	Cyp7a1 CRISPR	-0.152203063441258	0.258808402626796	19	19	0.564202486146255	0.652130146324892
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthellaceae_unclassified.s__Eggerthellaceae_bacterium	Group	Cyp7a1 CRISPR	-0.298288410139168	0.529913791983118	19	4	0.580851640291547	0.667042528850938
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	Group	Cyp7a1 CRISPR	-0.754508404263885	1.42426073780302	19	18	0.603132811219685	0.688190002545538
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Clostridium.s__Clostridium_SGB65123	Group	Cyp7a1 CRISPR	-1.1064931787745	2.15669225061534	19	15	0.614518148675927	0.696714843721751
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio_SGB41239	Group	Cyp7a1 CRISPR	0.119522897149357	0.243452490312752	19	19	0.629739583719376	0.709453455076259
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium	Group	Cyp7a1 CRISPR	0.258972791956686	0.550684987560618	19	19	0.64413615403868	0.721108398860912
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanomethylovorans.s__Methanomethylovorans_SGB40959	Group	Cyp7a1 CRISPR	0.287310853577908	0.644543040419994	19	9	0.661396198192066	0.726719279494986
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecalis	Group	Cyp7a1 CRISPR	-0.776434983060816	1.7293721713752	19	16	0.659124474993704	0.726719279494986
k__Bacteria.p__Firmicutes.c__CFGB8152.o__OFGB8152.f__FGB8152.g__GGB28864.s__GGB28864_SGB41535	Group	Cyp7a1 CRISPR	-0.516915081829582	1.14283572578697	19	18	0.65676467893702	0.726719279494986
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus.s__Enterorhabdus_sp_P55	Group	Cyp7a1 CRISPR	-0.838016942730905	1.9706469783772	19	12	0.675988917499931	0.738196486595017
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Peptostreptococcaceae.g__GGB42586.s__GGB42586_SGB59781	Group	Cyp7a1 CRISPR	-0.403783687678205	0.990954945520766	19	13	0.688748524333187	0.747544130068947
k__Bacteria.p__Firmicutes.c__CFGB28980.o__OFGB28980.f__FGB28980.g__GGB28980.s__GGB28980_SGB41692	Group	Cyp7a1 CRISPR	-0.369510112899034	0.920406563739024	19	7	0.693080184669219	0.747686502249218
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_sp_CU971	Group	Cyp7a1 CRISPR	-0.276028790949646	0.718126384648975	19	18	0.705467297692129	0.753076307593486
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Peptostreptococcaceae.g__GGB29683.s__GGB29683_SGB42492	Group	Cyp7a1 CRISPR	-0.335503391651011	0.876212028728606	19	15	0.706537884090518	0.753076307593486
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia.s__Romboutsia_ilealis	Group	Cyp7a1 CRISPR	-0.200833820531691	0.572859173745222	19	17	0.730208897875888	0.773673713225643
k__Bacteria.p__Firmicutes.c__CFGB8157.o__OFGB8157.f__FGB8157.g__GGB79776.s__GGB79776_SGB41413	Group	Cyp7a1 CRISPR	-0.109659040467103	0.321076503517596	19	3	0.736885741967455	0.776128177930219
k__Bacteria.p__Firmicutes.c__CFGB76790.o__OFGB76790.f__FGB76790.g__GGB45624.s__GGB45624_SGB63337	Group	Cyp7a1 CRISPR	-0.112865166990889	0.441578807250766	19	19	0.801330738091132	0.839040419883656
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__GGB28836.s__GGB28836_SGB41496	Group	Cyp7a1 CRISPR	-0.30003910959733	1.38054339547993	19	14	0.830535062379957	0.859507215718793
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dubosiella.s__Dubosiella_newyorkensis	Group	Cyp7a1 CRISPR	0.357347685346544	1.61274107515312	19	15	0.827282306158223	0.859507215718793
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia.s__Adlercreutzia_muris	Group	Cyp7a1 CRISPR	-0.0916732131466271	0.738667471234654	19	4	0.90268681464256	0.928776028938588
k__Bacteria.p__Bacteria_unclassified.c__Bacteria_unclassified.o__Bacteria_unclassified.f__Bacteria_unclassified.g__GGB28963.s__GGB28963_SGB41672	Group	Cyp7a1 CRISPR	-0.120622519505674	1.26439319384899	19	15	0.925113015334102	0.940972095596973
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_cocleatum	Group	Cyp7a1 CRISPR	-0.0332343505550411	0.342984383831987	19	19	0.923940948385255	0.940972095596973
k__Bacteria.p__Bacteria_unclassified.c__Bacteria_unclassified.o__Bacteria_unclassified.f__Bacteria_unclassified.g__GGB42601.s__GGB42601_SGB59797	Group	Cyp7a1 CRISPR	-0.121592492835687	1.42959659646981	19	13	0.933212339482468	0.943817025158405
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__GGB27929.s__GGB27929_SGB41624	Group	Cyp7a1 CRISPR	-0.0105102703594685	0.166043539501486	19	2	0.950267305761236	0.951168858463523
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_danieliae	Group	Cyp7a1 CRISPR	-0.041423486782025	0.666516488245253	19	7	0.951168858463523	0.951168858463523
